Country or Area Code,Country or Area,Year,Value,Value Footnotes
CZE,Czech Republic,2002,78425201661,
CZE,Czech Republic,2001,64375288107,
CZE,Czech Republic,2000,58807244368,
CZE,Czech Republic,1999,62165739783,
CZE,Czech Republic,1998,63863336207,
CZE,Czech Republic,1997,59463982355,
CZE,Czech Republic,1996,64894609845,
CZE,Czech Republic,1995,57787339864,
CZE,Czech Republic,1994,45972833316,
CZE,Czech Republic,1993,39263369286,
CZE,Czech Republic,1992,33439461247,
CZE,Czech Republic,1991,28688387778,
CZE,Czech Republic,1990,39130979426,
DNK,Denmark,2012,3.14242E+11,
DNK,Denmark,2011,3.33616E+11,
DNK,Denmark,2010,3.13366E+11,
DNK,Denmark,2009,3.10545E+11,
DNK,Denmark,2008,3.43881E+11,
DNK,Denmark,2007,3.11418E+11,
DNK,Denmark,2006,2.74377E+11,
DNK,Denmark,2005,2.57676E+11,
DNK,Denmark,2004,2.44728E+11,
DNK,Denmark,2003,2.12622E+11,
DNK,Denmark,2002,1.73881E+11,
DNK,Denmark,2001,1.60476E+11,
DNK,Denmark,2000,1.60083E+11,
DNK,Denmark,1999,1.73945E+11,
DNK,Denmark,1998,1.73653E+11,
DNK,Denmark,1997,1.70435E+11,
DNK,Denmark,1996,1.84436E+11,
DNK,Denmark,1995,1.81984E+11,
DNK,Denmark,1994,1.53593E+11,
DNK,Denmark,1993,1.40627E+11,
DNK,Denmark,1992,1.50195E+11,
DNK,Denmark,1991,1.36694E+11,
DNK,Denmark,1990,1.35838E+11,
DNK,Denmark,1989,1.10058E+11,
DNK,Denmark,1988,1.13231E+11,
DNK,Denmark,1987,1.07366E+11,
DNK,Denmark,1986,86365467804,
DNK,Denmark,1985,61203805066,
DNK,Denmark,1984,57714597455,
DNK,Denmark,1983,59204811372,
DNK,Denmark,1982,58937160962,
DNK,Denmark,1981,60373978718,
DNK,Denmark,1980,69709363190,
DNK,Denmark,1979,69160805930,
DNK,Denmark,1978,59296231821,
DNK,Denmark,1977,48854777452,
DNK,Denmark,1976,43676095947,
DNK,Denmark,1975,39593296439,
DNK,Denmark,1974,33346568442,
DNK,Denmark,1973,29961815026,
DNK,Denmark,1972,22591052336,
DNK,Denmark,1971,18515546100,
DNK,Denmark,1970,16590533333,
DNK,Denmark,1969,15009384585,
DNK,Denmark,1968,13196541952,
DNK,Denmark,1967,12788479692,
DNK,Denmark,1966,11721248101,
DNK,Denmark,1965,10678897387,
DNK,Denmark,1964,9506678763,
DNK,Denmark,1963,8316692386,
DNK,Denmark,1962,7812968114,
DNK,Denmark,1961,6933842099,
DNK,Denmark,1960,6248946880,
DJI,Djibouti,2007,847918929.1,
DJI,Djibouti,2006,768873684,
DJI,Djibouti,2005,708633194.7,
DJI,Djibouti,2004,666072101.8,
DJI,Djibouti,2003,622044665.5,
DJI,Djibouti,2002,591122039.6,
DJI,Djibouti,2001,572417440.8,
DJI,Djibouti,2000,551230861.9,
DJI,Djibouti,1999,536080169.1,
DJI,Djibouti,1998,514267889.4,
DJI,Djibouti,1997,502675561.7,
DJI,Djibouti,1996,494004667.1,
DJI,Djibouti,1995,497723980.1,
DJI,Djibouti,1994,491689240,
DJI,Djibouti,1993,466048487.5,
DJI,Djibouti,1992,478058323.6,
DJI,Djibouti,1991,462422016.6,
DJI,Djibouti,1990,452328105,
DJI,Djibouti,1989,409220103.3,
DJI,Djibouti,1988,395794554.2,
DJI,Djibouti,1987,373371753,
DJI,Djibouti,1985,340989541.5,
DMA,Dominica,2012,479638820.3,
DMA,Dominica,2011,476475691.1,
DMA,Dominica,2010,474886713.7,
DMA,Dominica,2009,482161713,
DMA,Dominica,2008,452162608.5,
DMA,Dominica,2007,412687870.7,
DMA,Dominica,2006,382299140.4,
DMA,Dominica,2005,361615917.8,
DMA,Dominica,2004,366976849.4,
DMA,Dominica,2003,340803912.9,
DMA,Dominica,2002,326998081.3,
DMA,Dominica,2001,330949849.7,
DMA,Dominica,2000,324463833.2,
DMA,Dominica,1999,267740736,
DMA,Dominica,1998,258440730.3,
DMA,Dominica,1997,245781477.1,
DMA,Dominica,1996,236444440.3,
DMA,Dominica,1995,224037021.2,
DMA,Dominica,1994,215459267.3,
DMA,Dominica,1993,200418509.1,
DMA,Dominica,1992,191759261.8,
DMA,Dominica,1991,180437033.9,
DMA,Dominica,1990,166322225.2,
DMA,Dominica,1989,153374077.3,
DMA,Dominica,1988,143766658.2,
DMA,Dominica,1987,126348145.9,
DMA,Dominica,1986,112074072.1,
DMA,Dominica,1985,98585183.44,
DMA,Dominica,1984,89848146.56,
DMA,Dominica,1983,79925924.51,
DMA,Dominica,1982,72051850.58,
DMA,Dominica,1981,66218517.35,
DMA,Dominica,1980,59099998.96,
DMA,Dominica,1979,44296295.51,
DMA,Dominica,1978,45170369.57,
DMA,Dominica,1977,36370369.73,
DOM,Dominican Republic,2012,58951239186,
DOM,Dominican Republic,2011,55668552666,
DOM,Dominican Republic,2010,51653902770,
DOM,Dominican Republic,2009,46710144686,
DOM,Dominican Republic,2008,45712378190,
DOM,Dominican Republic,2007,41227268057,
DOM,Dominican Republic,2006,35902290284,
DOM,Dominican Republic,2005,34004033804,
DOM,Dominican Republic,2004,22039232610,
DOM,Dominican Republic,2003,21268012747,
DOM,Dominican Republic,2002,26570402719,
DOM,Dominican Republic,2001,24894907435,
DOM,Dominican Republic,2000,23996656676,
DOM,Dominican Republic,1999,21709041189,
DOM,Dominican Republic,1998,21171235998,
DOM,Dominican Republic,1997,19593449903,
DOM,Dominican Republic,1996,18131813001,
DOM,Dominican Republic,1995,16358496124,
DOM,Dominican Republic,1994,14511134921,
DOM,Dominican Republic,1993,12976408000,
DOM,Dominican Republic,1992,11277694537,
DOM,Dominican Republic,1991,9724379020,
DOM,Dominican Republic,1990,7073674722,
DOM,Dominican Republic,1989,6686592727,
DOM,Dominican Republic,1988,5374300248,
DOM,Dominican Republic,1987,5827050853,
DOM,Dominican Republic,1986,6122128260,
DOM,Dominican Republic,1985,5044579959,
DOM,Dominican Republic,1984,10330399744,
DOM,Dominican Republic,1983,8622000128,
DOM,Dominican Republic,1982,7964000256,
DOM,Dominican Republic,1981,7266999808,
DOM,Dominican Republic,1980,6631000064,
DOM,Dominican Republic,1979,5498800128,
DOM,Dominican Republic,1978,4774400000,
DOM,Dominican Republic,1977,4587100160,
DOM,Dominican Republic,1976,3951399936,
DOM,Dominican Republic,1975,3599300096,
DOM,Dominican Republic,1974,2925600000,
DOM,Dominican Republic,1973,2344699904,
DOM,Dominican Republic,1972,1987299968,
DOM,Dominican Republic,1971,1666400000,
DOM,Dominican Republic,1970,1485400064,
DOM,Dominican Republic,1969,1230499968,
DOM,Dominican Republic,1968,1079100032,
DOM,Dominican Republic,1967,1034800000,
DOM,Dominican Republic,1966,983900032,
DOM,Dominican Republic,1965,888099968,
DOM,Dominican Republic,1964,1025599872,
DOM,Dominican Republic,1963,940799872,
DOM,Dominican Republic,1962,824099968,
DOM,Dominican Republic,1961,654100160,
DOM,Dominican Republic,1960,672399744,
EAS,East Asia & Pacific (all income levels),2012,2.02897E+13,
EAS,East Asia & Pacific (all income levels),2011,1.88358E+13,
EAS,East Asia & Pacific (all income levels),2010,1.63425E+13,
EAS,East Asia & Pacific (all income levels),2009,1.40824E+13,
EAS,East Asia & Pacific (all income levels),2008,1.36897E+13,
EAS,East Asia & Pacific (all income levels),2007,1.18607E+13,
EAS,East Asia & Pacific (all income levels),2006,1.05975E+13,
EAS,East Asia & Pacific (all income levels),2005,9.99532E+12,
EAS,East Asia & Pacific (all income levels),2004,9.39682E+12,
EAS,East Asia & Pacific (all income levels),2003,8.38269E+12,
EAS,East Asia & Pacific (all income levels),2002,7.62736E+12,
EAS,East Asia & Pacific (all income levels),2001,7.51017E+12,
EAS,East Asia & Pacific (all income levels),2000,8.07703E+12,
EAS,East Asia & Pacific (all income levels),1999,7.46854E+12,
EAS,East Asia & Pacific (all income levels),1998,6.70574E+12,
EAS,East Asia & Pacific (all income levels),1997,7.51012E+12,
EAS,East Asia & Pacific (all income levels),1996,7.81232E+12,
EAS,East Asia & Pacific (all income levels),1995,8.12593E+12,
EAS,East Asia & Pacific (all income levels),1994,7.19957E+12,
EAS,East Asia & Pacific (all income levels),1993,6.4557E+12,
EAS,East Asia & Pacific (all income levels),1992,5.76417E+12,
EAS,East Asia & Pacific (all income levels),1991,5.28275E+12,
EAS,East Asia & Pacific (all income levels),1990,4.69166E+12,
EAS,East Asia & Pacific (all income levels),1989,4.48377E+12,
EAS,East Asia & Pacific (all income levels),1988,4.28412E+12,
EAS,East Asia & Pacific (all income levels),1987,3.55902E+12,
EAS,East Asia & Pacific (all income levels),1986,3.04529E+12,
EAS,East Asia & Pacific (all income levels),1985,2.33817E+12,
EAS,East Asia & Pacific (all income levels),1984,2.2067E+12,
EAS,East Asia & Pacific (all income levels),1983,2.05895E+12,
EAS,East Asia & Pacific (all income levels),1982,1.94233E+12,
EAS,East Asia & Pacific (all income levels),1981,1.98607E+12,
EAS,East Asia & Pacific (all income levels),1980,1.79762E+12,
EAS,East Asia & Pacific (all income levels),1979,1.66143E+12,
EAS,East Asia & Pacific (all income levels),1978,1.52917E+12,
EAS,East Asia & Pacific (all income levels),1977,1.21244E+12,
EAS,East Asia & Pacific (all income levels),1976,1.01726E+12,
EAS,East Asia & Pacific (all income levels),1975,9.25005E+11,
EAS,East Asia & Pacific (all income levels),1974,8.44893E+11,
EAS,East Asia & Pacific (all income levels),1973,7.33177E+11,
EAS,East Asia & Pacific (all income levels),1972,5.56078E+11,
EAS,East Asia & Pacific (all income levels),1971,4.4833E+11,
EAS,East Asia & Pacific (all income levels),1970,4.04203E+11,
EAS,East Asia & Pacific (all income levels),1969,3.45353E+11,
EAS,East Asia & Pacific (all income levels),1968,2.99817E+11,
EAS,East Asia & Pacific (all income levels),1967,2.72023E+11,
EAS,East Asia & Pacific (all income levels),1966,2.50933E+11,
EAS,East Asia & Pacific (all income levels),1965,2.24495E+11,
EAS,East Asia & Pacific (all income levels),1964,2.01156E+11,
EAS,East Asia & Pacific (all income levels),1963,1.75531E+11,
EAS,East Asia & Pacific (all income levels),1962,1.57412E+11,
EAS,East Asia & Pacific (all income levels),1961,1.54758E+11,
EAS,East Asia & Pacific (all income levels),1960,1.55807E+11,
EAP,East Asia & Pacific (developing only),2012,1.04463E+13,
EAP,East Asia & Pacific (developing only),2011,9.27298E+12,
EAP,East Asia & Pacific (developing only),2010,7.63795E+12,
EAP,East Asia & Pacific (developing only),2009,6.35228E+12,
EAP,East Asia & Pacific (developing only),2008,5.88774E+12,
EAP,East Asia & Pacific (developing only),2007,4.65736E+12,
EAP,East Asia & Pacific (developing only),2006,3.68789E+12,
EAP,East Asia & Pacific (developing only),2005,3.0672E+12,
EAP,East Asia & Pacific (developing only),2004,2.65294E+12,
EAP,East Asia & Pacific (developing only),2003,2.288E+12,
EAP,East Asia & Pacific (developing only),2002,2.02532E+12,
EAP,East Asia & Pacific (developing only),2001,1.83202E+12,
EAP,East Asia & Pacific (developing only),2000,1.72081E+12,
EAP,East Asia & Pacific (developing only),1999,1.56365E+12,
EAP,East Asia & Pacific (developing only),1998,1.42355E+12,
EAP,East Asia & Pacific (developing only),1997,1.55756E+12,
EAP,East Asia & Pacific (developing only),1996,1.50277E+12,
EAP,East Asia & Pacific (developing only),1995,1.30829E+12,
EAP,East Asia & Pacific (developing only),1994,1.05872E+12,
EAP,East Asia & Pacific (developing only),1993,8.78223E+11,
EAP,East Asia & Pacific (developing only),1992,8.1434E+11,
EAP,East Asia & Pacific (developing only),1991,7.28271E+11,
EAP,East Asia & Pacific (developing only),1990,6.68336E+11,
EAP,East Asia & Pacific (developing only),1989,6.22706E+11,
EAP,East Asia & Pacific (developing only),1988,5.74832E+11,
EAP,East Asia & Pacific (developing only),1987,5.14133E+11,
EAP,East Asia & Pacific (developing only),1986,5.20881E+11,
EAP,East Asia & Pacific (developing only),1985,5.24503E+11,
EAP,East Asia & Pacific (developing only),1984,4.79689E+11,
EAP,East Asia & Pacific (developing only),1983,4.43579E+11,
EAP,East Asia & Pacific (developing only),1982,4.23583E+11,
EAP,East Asia & Pacific (developing only),1981,4.06397E+11,
EAP,East Asia & Pacific (developing only),1980,3.79714E+11,
EAP,East Asia & Pacific (developing only),1979,3.27833E+11,
EAP,East Asia & Pacific (developing only),1978,2.82659E+11,
EAP,East Asia & Pacific (developing only),1977,2.90914E+11,
EAP,East Asia & Pacific (developing only),1976,2.51462E+11,
EAP,East Asia & Pacific (developing only),1975,2.47285E+11,
EAP,East Asia & Pacific (developing only),1974,2.20064E+11,
EAP,East Asia & Pacific (developing only),1973,1.94557E+11,
EAP,East Asia & Pacific (developing only),1972,1.54222E+11,
EAP,East Asia & Pacific (developing only),1971,1.36022E+11,
EAP,East Asia & Pacific (developing only),1970,1.2674E+11,
EAP,East Asia & Pacific (developing only),1969,1.13716E+11,
EAP,East Asia & Pacific (developing only),1968,1.01269E+11,
EAP,East Asia & Pacific (developing only),1967,1.0027E+11,
EAP,East Asia & Pacific (developing only),1966,1.03394E+11,
EAP,East Asia & Pacific (developing only),1965,94497352707,
EAP,East Asia & Pacific (developing only),1964,80475031843,
EAP,East Asia & Pacific (developing only),1963,69995460036,
EAP,East Asia & Pacific (developing only),1962,64647844330,
EAP,East Asia & Pacific (developing only),1961,71429064387,
EAP,East Asia & Pacific (developing only),1960,83097034648,
ECU,Ecuador,2012,84039856000,
ECU,Ecuador,2011,76769729000,
ECU,Ecuador,2010,67513698000,
ECU,Ecuador,2009,62519686000,
ECU,Ecuador,2008,61762635000,
ECU,Ecuador,2007,51007777000,
ECU,Ecuador,2006,46802044000,
ECU,Ecuador,2005,41507085000,
ECU,Ecuador,2004,36591661000,
ECU,Ecuador,2003,32432859000,
ECU,Ecuador,2002,28548945000,
ECU,Ecuador,2001,24468324000,
ECU,Ecuador,2000,18327386416,
ECU,Ecuador,1999,19644866963,
ECU,Ecuador,1998,27981319125,
ECU,Ecuador,1997,28161471483,
ECU,Ecuador,1996,25225872274,
ECU,Ecuador,1995,24432379906,
ECU,Ecuador,1994,22708204405,
ECU,Ecuador,1993,18938326276,
ECU,Ecuador,1992,18093864475,
ECU,Ecuador,1991,16988184456,
ECU,Ecuador,1990,15239278100,
ECU,Ecuador,1989,13890828708,
ECU,Ecuador,1988,13051886552,
ECU,Ecuador,1987,13945431882,
ECU,Ecuador,1986,15314143988,
ECU,Ecuador,1985,17149094590,
ECU,Ecuador,1984,16912515183,
ECU,Ecuador,1983,17152483214,
ECU,Ecuador,1982,19929853575,
ECU,Ecuador,1981,21810767209,
ECU,Ecuador,1980,17881514683,
ECU,Ecuador,1979,14175166008,
ECU,Ecuador,1978,11922502171,
ECU,Ecuador,1977,11026346590,
ECU,Ecuador,1976,9091924305,
ECU,Ecuador,1975,7731677257,
ECU,Ecuador,1974,6599259421,
ECU,Ecuador,1973,3891755552,
ECU,Ecuador,1972,3185987235,
ECU,Ecuador,1971,2754220263,
ECU,Ecuador,1970,2862504170,
ECU,Ecuador,1969,3112166848,
ECU,Ecuador,1968,2582180794,
ECU,Ecuador,1967,2553596092,
ECU,Ecuador,1966,2429309514,
ECU,Ecuador,1965,2387048255,
ECU,Ecuador,1964,1156150862,
ECU,Ecuador,1963,1038389646,
ECU,Ecuador,1962,958598183,
ECU,Ecuador,1961,979108815.6,
ECU,Ecuador,1960,1010325080,
EGY,"Egypt, Arab Rep.",2012,2.57286E+11,
EGY,"Egypt, Arab Rep.",2011,2.35984E+11,
EGY,"Egypt, Arab Rep.",2010,2.18888E+11,
EGY,"Egypt, Arab Rep.",2009,1.88984E+11,
EGY,"Egypt, Arab Rep.",2008,1.62818E+11,
EGY,"Egypt, Arab Rep.",2007,1.30478E+11,
EGY,"Egypt, Arab Rep.",2006,1.07484E+11,
EGY,"Egypt, Arab Rep.",2005,89685724889,
EGY,"Egypt, Arab Rep.",2004,78845185709,
EGY,"Egypt, Arab Rep.",2003,82923680622,
EGY,"Egypt, Arab Rep.",2002,87850680573,
EGY,"Egypt, Arab Rep.",2001,97632008051,
EGY,"Egypt, Arab Rep.",2000,99838540997,
EGY,"Egypt, Arab Rep.",1999,90710703939,
EGY,"Egypt, Arab Rep.",1998,84828807270,
EGY,"Egypt, Arab Rep.",1997,78436575744,
EGY,"Egypt, Arab Rep.",1996,67629717780,
EGY,"Egypt, Arab Rep.",1995,60159244485,
EGY,"Egypt, Arab Rep.",1994,51897983716,
EGY,"Egypt, Arab Rep.",1993,46578631213,
EGY,"Egypt, Arab Rep.",1992,41855483504,
EGY,"Egypt, Arab Rep.",1991,36970555122,
EGY,"Egypt, Arab Rep.",1990,43130415154,
EGY,"Egypt, Arab Rep.",1989,39648442465,
EGY,"Egypt, Arab Rep.",1988,35044633281,
EGY,"Egypt, Arab Rep.",1987,40507934104,
EGY,"Egypt, Arab Rep.",1986,35880262453,
EGY,"Egypt, Arab Rep.",1985,34689560502,
EGY,"Egypt, Arab Rep.",1984,30642873686,
EGY,"Egypt, Arab Rep.",1983,28137368590,
EGY,"Egypt, Arab Rep.",1982,25592366135,
EGY,"Egypt, Arab Rep.",1981,23405404412,
EGY,"Egypt, Arab Rep.",1980,22912499712,
EGY,"Egypt, Arab Rep.",1979,18150000949,
EGY,"Egypt, Arab Rep.",1978,14849909083,
EGY,"Egypt, Arab Rep.",1977,14636028524,
EGY,"Egypt, Arab Rep.",1976,13360477195,
EGY,"Egypt, Arab Rep.",1975,11437965433,
EGY,"Egypt, Arab Rep.",1974,9015166924,
EGY,"Egypt, Arab Rep.",1973,9616725511,
EGY,"Egypt, Arab Rep.",1972,8763960987,
EGY,"Egypt, Arab Rep.",1971,8266003518,
EGY,"Egypt, Arab Rep.",1970,7682492054,
EGY,"Egypt, Arab Rep.",1969,6861743625,
EGY,"Egypt, Arab Rep.",1968,6109112180,
EGY,"Egypt, Arab Rep.",1967,5579168494,
EGY,"Egypt, Arab Rep.",1966,5339520809,
EGY,"Egypt, Arab Rep.",1965,5111620995,
EGY,"Egypt, Arab Rep.",1964,4781695715,
EGY,"Egypt, Arab Rep.",1963,4160465776,
EGY,"Egypt, Arab Rep.",1962,4003322844,
EGY,"Egypt, Arab Rep.",1961,4334054779,
EGY,"Egypt, Arab Rep.",1960,4144244345,
SLV,El Salvador,2012,23864400000,
SLV,El Salvador,2011,23139000000,
SLV,El Salvador,2010,21418300000,
SLV,El Salvador,2009,20661000000,
SLV,El Salvador,2008,21431000000,
SLV,El Salvador,2007,20104900000,
SLV,El Salvador,2006,18550700000,
SLV,El Salvador,2005,17093800000,
SLV,El Salvador,2004,15798300000,
SLV,El Salvador,2003,15046700000,
SLV,El Salvador,2002,14306700000,
SLV,El Salvador,2001,13812744074,
SLV,El Salvador,2000,13134147768,
SLV,El Salvador,1999,12464655104,
SLV,El Salvador,1998,12008418171,
SLV,El Salvador,1997,11134716450,
SLV,El Salvador,1996,10315542857,
SLV,El Salvador,1995,9500491429,
SLV,El Salvador,1994,8085554286,
SLV,El Salvador,1993,6937988506,
SLV,El Salvador,1992,5954671446,
SLV,El Salvador,1991,5310996633,
SLV,El Salvador,1990,4800907895,
SLV,El Salvador,1964,822439936,
SLV,El Salvador,1963,746159936,
SLV,El Salvador,1962,706080000,
SLV,El Salvador,1961,636240000,
SLV,El Salvador,1960,625600000,
GNQ,Equatorial Guinea,2012,17697394251,
GNQ,Equatorial Guinea,2011,16806886028,
GNQ,Equatorial Guinea,2010,12261420852,
GNQ,Equatorial Guinea,2009,10356293894,
GNQ,Equatorial Guinea,2008,15471010923,
GNQ,Equatorial Guinea,2007,10304490483,
GNQ,Equatorial Guinea,2006,7765111494,
GNQ,Equatorial Guinea,2005,8217368425,
GNQ,Equatorial Guinea,2004,5240842261,
GNQ,Equatorial Guinea,2003,2952359370,
GNQ,Equatorial Guinea,2002,2146760314,
GNQ,Equatorial Guinea,2001,1736116149,
GNQ,Equatorial Guinea,2000,1242848857,
GNQ,Equatorial Guinea,1999,872016821.4,
GNQ,Equatorial Guinea,1998,455799968.1,
GNQ,Equatorial Guinea,1997,497742517.3,
GNQ,Equatorial Guinea,1996,259073825.5,
GNQ,Equatorial Guinea,1995,163980574,
GNQ,Equatorial Guinea,1994,125744104,
GNQ,Equatorial Guinea,1993,152128984,
GNQ,Equatorial Guinea,1992,154183095.9,
GNQ,Equatorial Guinea,1991,130596844.3,
GNQ,Equatorial Guinea,1990,132134191.6,
GNQ,Equatorial Guinea,1989,112007296.4,
GNQ,Equatorial Guinea,1988,127202886.8,
GNQ,Equatorial Guinea,1987,119714630.3,
GNQ,Equatorial Guinea,1986,98848733.17,
GNQ,Equatorial Guinea,1985,79590807.29,
GNQ,Equatorial Guinea,1977,103987520.1,
GNQ,Equatorial Guinea,1976,103653049.9,
GNQ,Equatorial Guinea,1975,104295643.4,
GNQ,Equatorial Guinea,1974,94159862.71,
GNQ,Equatorial Guinea,1973,81203226.91,
GNQ,Equatorial Guinea,1972,65429198.24,
GNQ,Equatorial Guinea,1971,64946954.76,
GNQ,Equatorial Guinea,1970,66331428.57,
GNQ,Equatorial Guinea,1969,67225714.29,
GNQ,Equatorial Guinea,1968,67514285.71,
GNQ,Equatorial Guinea,1967,72317446.93,
GNQ,Equatorial Guinea,1966,69110000,
GNQ,Equatorial Guinea,1965,64748333.33,
GNQ,Equatorial Guinea,1964,12712471.29,
GNQ,Equatorial Guinea,1963,10840095.29,
GNQ,Equatorial Guinea,1962,9122751.679,
ERI,Eritrea,2012,3091837398,
ERI,Eritrea,2011,2607739837,
ERI,Eritrea,2010,2117039511,
ERI,Eritrea,2009,1856695550,
ERI,Eritrea,2008,1380188800,
ERI,Eritrea,2007,1317974493,
ERI,Eritrea,2006,1211161880,
ERI,Eritrea,2005,1098425900,
ERI,Eritrea,2004,1109054002,
ERI,Eritrea,2003,870247701.7,
ERI,Eritrea,2002,729321364.1,
ERI,Eritrea,2001,752368494.5,
ERI,Eritrea,2000,706370812.3,
ERI,Eritrea,1999,688921325.7,
ERI,Eritrea,1998,745526149.5,
ERI,Eritrea,1997,686494476.1,
ERI,Eritrea,1996,693535954.2,
ERI,Eritrea,1995,578015625,
ERI,Eritrea,1994,531688311.7,
ERI,Eritrea,1993,467876293.7,
ERI,Eritrea,1992,477101651.6,
EST,Estonia,2012,21854197101,
EST,Estonia,2011,22154665058,
EST,Estonia,2010,18845656095,
EST,Estonia,2009,19117606973,
EST,Estonia,2008,23781539699,
EST,Estonia,2007,21993658964,
EST,Estonia,2006,16798495348,
EST,Estonia,2005,13905561150,
EST,Estonia,2004,12025943710,
EST,Estonia,2003,9840743037,
EST,Estonia,2002,7318186727,
EST,Estonia,2001,6237914200,
EST,Estonia,2000,5675174662,
EST,Estonia,1999,5709010492,
EST,Estonia,1998,5593921752,
EST,Estonia,1997,5052078018,
EST,Estonia,1996,4727884887,
EST,Estonia,1995,3776938817,
ETH,Ethiopia,2012,43133073100,
ETH,Ethiopia,2011,31708848033,
ETH,Ethiopia,2010,29706216184,
ETH,Ethiopia,2009,32188958761,
ETH,Ethiopia,2008,26860564179,
ETH,Ethiopia,2007,19556749919,
ETH,Ethiopia,2006,15164300429,
ETH,Ethiopia,2005,12306605473,
ETH,Ethiopia,2004,10053969882,
ETH,Ethiopia,2003,8558013910,
ETH,Ethiopia,2002,7791029914,
ETH,Ethiopia,2001,8168590427,
ETH,Ethiopia,2000,8179533779,
ETH,Ethiopia,1999,7827068145,
ETH,Ethiopia,1998,8069437011,
ETH,Ethiopia,1997,8890826693,
ETH,Ethiopia,1996,8482883273,
ETH,Ethiopia,1995,7605674116,
ETH,Ethiopia,1994,6875170145,
ETH,Ethiopia,1993,8763557094,
ETH,Ethiopia,1992,10413161613,
ETH,Ethiopia,1991,13361446739,
ETH,Ethiopia,1990,12082576935,
ETH,Ethiopia,1989,11389270974,
ETH,Ethiopia,1988,10825913264,
ETH,Ethiopia,1987,10447188525,
ETH,Ethiopia,1986,9773749424,
ETH,Ethiopia,1985,9408755195,
ETH,Ethiopia,1984,8034754139,
ETH,Ethiopia,1983,8502745002,
ETH,Ethiopia,1982,7649012448,
ETH,Ethiopia,1981,7269140974,
EMU,Euro area,2012,1.22001E+13,
EMU,Euro area,2011,1.30904E+13,
EMU,Euro area,2010,1.20726E+13,
EMU,Euro area,2009,1.23944E+13,
EMU,Euro area,2008,1.3541E+13,
EMU,Euro area,2007,1.23677E+13,
EMU,Euro area,2006,1.07569E+13,
EMU,Euro area,2005,1.01427E+13,
EMU,Euro area,2004,9.77154E+12,
EMU,Euro area,2003,8.52872E+12,
EMU,Euro area,2002,6.90743E+12,
EMU,Euro area,2001,6.34751E+12,
EMU,Euro area,2000,6.25579E+12,
EMU,Euro area,1999,6.87118E+12,
EMU,Euro area,1998,6.90951E+12,
EMU,Euro area,1997,6.73238E+12,
EMU,Euro area,1996,7.37544E+12,
EMU,Euro area,1995,7.29478E+12,
EMU,Euro area,1994,6.31637E+12,
EMU,Euro area,1993,5.97158E+12,
EMU,Euro area,1992,6.52066E+12,
EMU,Euro area,1991,5.91204E+12,
EMU,Euro area,1990,5.69133E+12,
EMU,Euro area,1989,4.52471E+12,
EMU,Euro area,1988,4.43047E+12,
EMU,Euro area,1987,4.02848E+12,
EMU,Euro area,1986,3.25784E+12,
EMU,Euro area,1985,2.32118E+12,
EMU,Euro area,1984,2.25946E+12,
EMU,Euro area,1983,2.35568E+12,
EMU,Euro area,1982,2.41455E+12,
EMU,Euro area,1981,2.49466E+12,
EMU,Euro area,1980,2.87094E+12,
EMU,Euro area,1979,2.56364E+12,
EMU,Euro area,1978,2.11783E+12,
EMU,Euro area,1977,1.73044E+12,
EMU,Euro area,1976,1.5206E+12,
EMU,Euro area,1975,1.45665E+12,
EMU,Euro area,1974,1.25454E+12,
EMU,Euro area,1973,1.1086E+12,
EMU,Euro area,1972,8.5335E+11,
EMU,Euro area,1971,7.06117E+11,
EMU,Euro area,1970,6.23093E+11,
EMU,Euro area,1969,5.71437E+11,
EMU,Euro area,1968,5.17272E+11,
EMU,Euro area,1967,4.82516E+11,
EMU,Euro area,1966,4.44189E+11,
EMU,Euro area,1965,4.07338E+11,
EMU,Euro area,1964,3.73295E+11,
EMU,Euro area,1963,3.35628E+11,
EMU,Euro area,1962,2.99176E+11,
EMU,Euro area,1961,2.69592E+11,
EMU,Euro area,1960,2.4492E+11,
ECS,Europe & Central Asia (all income levels),2012,2.13387E+13,
ECS,Europe & Central Asia (all income levels),2011,2.22086E+13,
ECS,Europe & Central Asia (all income levels),2010,2.00776E+13,
ECS,Europe & Central Asia (all income levels),2009,1.96526E+13,
ECS,Europe & Central Asia (all income levels),2008,2.23625E+13,
ECS,Europe & Central Asia (all income levels),2007,2.03606E+13,
ECS,Europe & Central Asia (all income levels),2006,1.74089E+13,
ECS,Europe & Central Asia (all income levels),2005,1.60836E+13,
ECS,Europe & Central Asia (all income levels),2004,1.50995E+13,
ECS,Europe & Central Asia (all income levels),2003,1.29502E+13,
ECS,Europe & Central Asia (all income levels),2002,1.06147E+13,
ECS,Europe & Central Asia (all income levels),2001,9.69693E+12,
ECS,Europe & Central Asia (all income levels),2000,9.59298E+12,
ECS,Europe & Central Asia (all income levels),1999,1.02022E+13,
ECS,Europe & Central Asia (all income levels),1998,1.03156E+13,
ECS,Europe & Central Asia (all income levels),1997,1.0069E+13,
ECS,Europe & Central Asia (all income levels),1996,1.06267E+13,
ECS,Europe & Central Asia (all income levels),1995,1.04296E+13,
ECS,Europe & Central Asia (all income levels),1994,9.11237E+12,
ECS,Europe & Central Asia (all income levels),1993,8.70016E+12,
ECS,Europe & Central Asia (all income levels),1992,9.46159E+12,
ECS,Europe & Central Asia (all income levels),1991,8.82791E+12,
ECS,Europe & Central Asia (all income levels),1990,8.57438E+12,
