Country or Area Code,Country or Area,Year,Value,Value Footnotes,
CYM,Cayman Islands,2006,44.5,1,
CYM,Cayman Islands,2005,38.03438308,91,
CYM,Cayman Islands,1995,3.948967193,92,
CYM,Cayman Islands,1994,0,92,
CYM,Cayman Islands,1993,0,92,
CYM,Cayman Islands,1990,0,92,
CAF,Central African Rep.,2012,3,1,
CAF,Central African Rep.,2011,2.2,1,
CAF,Central African Rep.,2010,2,1,
CAF,Central African Rep.,2009,1.8,1,
CAF,Central African Rep.,2008,1,93,
CAF,Central African Rep.,2007,0.375815961,93,
CAF,Central African Rep.,2006,0.311159173,1,
CAF,Central African Rep.,2005,0.268195609,1,
CAF,Central African Rep.,2004,0.223401395,1,
CAF,Central African Rep.,2003,0.151563338,1,
CAF,Central African Rep.,2002,0.128537117,,
CAF,Central African Rep.,2001,0.078543428,,
CAF,Central African Rep.,2000,0.053394174,,
CAF,Central African Rep.,1999,0.040894287,,
CAF,Central African Rep.,1998,0.027878201,,
CAF,Central African Rep.,1997,0.014270881,,
CAF,Central African Rep.,1996,0.005849503,,
CAF,Central African Rep.,1990,0,,
TCD,Chad,2012,2.1,1,
TCD,Chad,2011,1.9,1,
TCD,Chad,2010,1.7,1,
TCD,Chad,2009,1.5,1,
TCD,Chad,2008,1.19,94,
TCD,Chad,2007,0.847224521,95,
TCD,Chad,2006,0.581045764,95,
TCD,Chad,2005,0.3992577,95,
TCD,Chad,2004,0.360920107,95,
TCD,Chad,2003,0.320308555,96,
TCD,Chad,2002,0.166069665,96,
TCD,Chad,2001,0.045934134,96,
TCD,Chad,2000,0.035707076,96,
TCD,Chad,1999,0.012321728,96,
TCD,Chad,1998,0.004268504,96,
TCD,Chad,1997,0.000658168,96,
TCD,Chad,1990,0,96,
CHL,Chile,2012,61.41815456,97,
CHL,Chile,2011,52.25,98,
CHL,Chile,2010,45,97,
CHL,Chile,2009,41.56,98,
CHL,Chile,2008,37.3,97,
CHL,Chile,2007,35.9,97,
CHL,Chile,2006,34.49775117,98,
CHL,Chile,2005,31.17534703,97,
CHL,Chile,2004,28.17791012,97,
CHL,Chile,2003,25.47377889,99,
CHL,Chile,2002,22.1,100,
CHL,Chile,2001,19.1,100,
CHL,Chile,2000,16.6,101,
CHL,Chile,1999,4.103419297,102,
CHL,Chile,1998,1.662322022,103,
CHL,Chile,1997,1.057092496,103,
CHL,Chile,1996,0.68347561,103,
CHL,Chile,1995,0.346980781,103,
CHL,Chile,1994,0.141084507,103,
CHL,Chile,1993,0.071783144,103,
CHL,Chile,1992,0.036548938,103,
CHL,Chile,1990,0,103,
CHN,China,2012,42.30011749,1,
CHN,China,2011,38.3,104,
CHN,China,2010,34.3,104,
CHN,China,2009,28.9,104,
CHN,China,2008,22.6,105,
CHN,China,2007,16,106,
CHN,China,2006,10.52315262,107,
CHN,China,2005,8.523257003,106,
CHN,China,2004,7.3,106,
CHN,China,2003,6.2,106,
CHN,China,2002,4.595704331,106,
CHN,China,2001,2.639650215,106,
CHN,China,2000,1.775913207,106,
CHN,China,1999,0.708187957,106,
CHN,China,1998,0.168540297,106,
CHN,China,1997,0.032394861,105,
CHN,China,1996,0.013081692,105,
CHN,China,1995,0.00495471,105,
CHN,China,1994,0.001168115,105,
CHN,China,1993,0.00016868,105,
CHN,China,1990,0,105,
COL,Colombia,2012,48.9843188,108,
COL,Colombia,2011,40.4,109,
COL,Colombia,2010,36.5,109,
COL,Colombia,2009,30,109,
COL,Colombia,2008,25.6,109,
COL,Colombia,2007,21.8,1,
COL,Colombia,2006,15.34167454,110,
COL,Colombia,2005,11.00726389,110,
COL,Colombia,2004,9.118690303,110,
COL,Colombia,2003,7.388923711,111,
COL,Colombia,2002,4.6,110,
COL,Colombia,2001,2.854199971,112,
COL,Colombia,2000,2.207532993,110,
COL,Colombia,1999,1.697730794,110,
COL,Colombia,1998,1.126225245,110,
COL,Colombia,1997,0.550521023,110,
COL,Colombia,1996,0.330017773,110,
COL,Colombia,1995,0.18804679,110,
COL,Colombia,1994,0.107173945,110,
COL,Colombia,1990,0,110,
COM,Comoros,2012,5.975296308,1,
COM,Comoros,2011,5.5,1,
COM,Comoros,2010,5.1,1,
COM,Comoros,2009,3.5,1,
COM,Comoros,2008,3,1,
COM,Comoros,2007,2.5,1,
COM,Comoros,2006,2.2,1,
COM,Comoros,2005,2,1,
COM,Comoros,2004,1.327327178,1,
COM,Comoros,2003,0.84818937,1,
COM,Comoros,2002,0.554869675,,
COM,Comoros,2001,0.443068373,,
COM,Comoros,2000,0.271740607,,
COM,Comoros,1999,0.148162964,,
COM,Comoros,1998,0.03787097,,
COM,Comoros,1997,0,,
COM,Comoros,1990,0,,
COG,Congo,2012,6.106695024,1,
COG,Congo,2011,5.6,113,
COG,Congo,2010,5,1,
COG,Congo,2009,4.5,1,
COG,Congo,2008,4.287509903,114,
COG,Congo,2007,2.759704374,114,
COG,Congo,2006,2.007990079,1,
COG,Congo,2005,1.46342006,1,
COG,Congo,2004,1.07750493,1,
COG,Congo,2003,0.460014187,1,
COG,Congo,2002,0.157249517,,
COG,Congo,2001,0.032223616,,
COG,Congo,2000,0.026354732,,
COG,Congo,1999,0.016791049,,
COG,Congo,1998,0.003415143,,
COG,Congo,1997,0.003469104,,
COG,Congo,1996,0.00352686,,
COG,Congo,1990,0,,
ZAR,Congo (Democratic Republic of the),2012,1.679961015,1,
ZAR,Congo (Democratic Republic of the),2011,1.2,1,
ZAR,Congo (Democratic Republic of the),2010,0.72,115,
ZAR,Congo (Democratic Republic of the),2009,0.56,1,
ZAR,Congo (Democratic Republic of the),2008,0.44,1,
ZAR,Congo (Democratic Republic of the),2007,0.37,1,
ZAR,Congo (Democratic Republic of the),2006,0.29605361,1,
ZAR,Congo (Democratic Republic of the),2005,0.238037799,1,
ZAR,Congo (Democratic Republic of the),2004,0.196208375,1,
ZAR,Congo (Democratic Republic of the),2003,0.134914837,1,
ZAR,Congo (Democratic Republic of the),2002,0.092790702,1,
ZAR,Congo (Democratic Republic of the),2001,0.011475782,1,
ZAR,Congo (Democratic Republic of the),2000,0.005902114,116,
ZAR,Congo (Democratic Republic of the),1999,0.001009076,,
ZAR,Congo (Democratic Republic of the),1998,0.000413065,,
ZAR,Congo (Democratic Republic of the),1997,0.000211213,,
ZAR,Congo (Democratic Republic of the),1996,0.000108207,,
ZAR,Congo (Democratic Republic of the),1990,0,,
CRI,Costa Rica,2012,47.50091452,117,
CRI,Costa Rica,2011,42.12,118,
CRI,Costa Rica,2010,36.5,118,
CRI,Costa Rica,2009,34.33,119,
CRI,Costa Rica,2008,32.29,117,
CRI,Costa Rica,2007,28.4,120,
CRI,Costa Rica,2006,25.1,120,
CRI,Costa Rica,2005,22.07,121,
CRI,Costa Rica,2004,20.79230671,,
CRI,Costa Rica,2003,20.33361481,,
CRI,Costa Rica,2002,19.89485113,,
CRI,Costa Rica,2001,9.559482135,,
CRI,Costa Rica,2000,5.800253023,,
CRI,Costa Rica,1999,3.904323257,,
CRI,Costa Rica,1998,2.666378698,,
CRI,Costa Rica,1997,1.640221288,,
CRI,Costa Rica,1996,0.84105704,,
CRI,Costa Rica,1995,0.416829206,,
CRI,Costa Rica,1994,0.279912479,,
CRI,Costa Rica,1993,0.081509754,,
CRI,Costa Rica,1992,0.001113325,,
CRI,Costa Rica,1990,0,,
CIV,Cote d'Ivoire,2012,2.37895803,1,
CIV,Cote d'Ivoire,2011,2.2,1,
CIV,Cote d'Ivoire,2010,2.1,1,
CIV,Cote d'Ivoire,2009,2,1,
CIV,Cote d'Ivoire,2008,1.9,1,
CIV,Cote d'Ivoire,2007,1.8,1,
CIV,Cote d'Ivoire,2006,1.524900791,,
CIV,Cote d'Ivoire,2005,1.039238205,,
CIV,Cote d'Ivoire,2004,0.849282415,,
CIV,Cote d'Ivoire,2003,0.758669629,,
CIV,Cote d'Ivoire,2002,0.497929361,,
CIV,Cote d'Ivoire,2001,0.395747702,,
CIV,Cote d'Ivoire,2000,0.231461671,,
CIV,Cote d'Ivoire,1999,0.118685917,,
CIV,Cote d'Ivoire,1998,0.060974439,,
CIV,Cote d'Ivoire,1997,0.018828361,,
CIV,Cote d'Ivoire,1996,0.00840978,,
CIV,Cote d'Ivoire,1995,0.000200256,,
CIV,Cote d'Ivoire,1990,0,,
HRV,Croatia,2012,63,23,
HRV,Croatia,2011,59.64,122,
HRV,Croatia,2010,56.55,122,
HRV,Croatia,2009,50.58,122,
HRV,Croatia,2008,44.24,122,
HRV,Croatia,2007,41.44,23,
HRV,Croatia,2006,37.98,123,
HRV,Croatia,2005,33.14,123,
HRV,Croatia,2004,30.91,,
HRV,Croatia,2003,22.75,,
HRV,Croatia,2002,17.76,124,
HRV,Croatia,2001,11.55857318,,
HRV,Croatia,2000,6.644882544,,
HRV,Croatia,1999,4.405359119,,
HRV,Croatia,1998,3.273220279,,
HRV,Croatia,1997,1.729609312,,
HRV,Croatia,1996,0.858982368,,
HRV,Croatia,1995,0.51402859,,
HRV,Croatia,1994,0.268318997,,
HRV,Croatia,1993,0.097213389,,
HRV,Croatia,1990,0,,
CUB,Cuba,2012,25.64170387,1,
CUB,Cuba,2011,23.23,125,
CUB,Cuba,2010,15.9,125,
CUB,Cuba,2009,14.33,126,
CUB,Cuba,2008,12.94,125,
CUB,Cuba,2007,11.69,125,
CUB,Cuba,2006,11.15960131,127,
CUB,Cuba,2005,9.738062208,127,
CUB,Cuba,2004,8.407984759,127,
CUB,Cuba,2003,5.241269054,127,
CUB,Cuba,2002,3.770585038,127,
CUB,Cuba,2001,1.079751722,128,
CUB,Cuba,2000,0.541182549,128,
CUB,Cuba,1999,0.314690541,128,
CUB,Cuba,1998,0.226699199,128,
CUB,Cuba,1997,0.068220214,128,
CUB,Cuba,1996,0.031949001,128,
CUB,Cuba,1995,9.17E-05,128,
CUB,Cuba,1990,0,129,
CYP,Cyprus,2012,61,23,
CYP,Cyprus,2011,57.68,23,
CYP,Cyprus,2010,52.99,23,
CYP,Cyprus,2009,49.81,23,
CYP,Cyprus,2008,42.31,23,
CYP,Cyprus,2007,40.77,23,
CYP,Cyprus,2006,35.83,23,
CYP,Cyprus,2005,32.81,23,
CYP,Cyprus,2004,33.83,71,
CYP,Cyprus,2003,30.09,130,
CYP,Cyprus,2002,28.32,131,
CYP,Cyprus,2001,18.81875904,132,
CYP,Cyprus,2000,15.25539437,132,
CYP,Cyprus,1999,11.34239866,132,
CYP,Cyprus,1998,8.890539159,132,
CYP,Cyprus,1997,4.378272095,132,
CYP,Cyprus,1996,0.673343541,132,
CYP,Cyprus,1995,0.410120685,132,
CYP,Cyprus,1994,0.111034621,132,
CYP,Cyprus,1993,0.056367482,132,
CYP,Cyprus,1992,0.05006043,132,
CYP,Cyprus,1990,0,132,
CZE,Czech Republic,2012,75,23,
CZE,Czech Republic,2011,72.97,23,
CZE,Czech Republic,2010,68.82,23,
CZE,Czech Republic,2009,64.43,23,
CZE,Czech Republic,2008,62.97,23,
CZE,Czech Republic,2007,51.93,23,
CZE,Czech Republic,2006,47.93,23,
CZE,Czech Republic,2005,35.27,23,
CZE,Czech Republic,2004,35.5,71,
CZE,Czech Republic,2003,34.3,71,
CZE,Czech Republic,2002,23.93,133,
CZE,Czech Republic,2001,14.69717212,134,
CZE,Czech Republic,2000,9.780527888,134,
CZE,Czech Republic,1999,6.832802018,134,
CZE,Czech Republic,1998,3.895906065,134,
CZE,Czech Republic,1997,2.915698695,134,
CZE,Czech Republic,1996,1.940378193,134,
CZE,Czech Republic,1995,1.45357584,134,
CZE,Czech Republic,1994,1.259217838,134,
CZE,Czech Republic,1993,0.581319529,134,
CZE,Czech Republic,1990,0,134,
PRK,Dem. People's Rep. of Korea,2012,0,1,
PRK,Dem. People's Rep. of Korea,2011,0,1,
PRK,Dem. People's Rep. of Korea,2010,0,1,
PRK,Dem. People's Rep. of Korea,2009,0,1,
PRK,Dem. People's Rep. of Korea,2008,0,135,
PRK,Dem. People's Rep. of Korea,2007,0,136,
PRK,Dem. People's Rep. of Korea,2006,0,136,
PRK,Dem. People's Rep. of Korea,2005,0,136,
PRK,Dem. People's Rep. of Korea,2004,0,136,
PRK,Dem. People's Rep. of Korea,2003,0,136,
PRK,Dem. People's Rep. of Korea,2002,0,136,
PRK,Dem. People's Rep. of Korea,2001,0,136,
PRK,Dem. People's Rep. of Korea,2000,0,136,
PRK,Dem. People's Rep. of Korea,1999,0,136,
PRK,Dem. People's Rep. of Korea,1998,0,136,
PRK,Dem. People's Rep. of Korea,1997,0,136,
PRK,Dem. People's Rep. of Korea,1990,0,136,
DNK,Denmark,2012,93,23,
DNK,Denmark,2011,90,137,
DNK,Denmark,2010,88.72,138,
DNK,Denmark,2009,86.84,23,
DNK,Denmark,2008,85.02,23,
DNK,Denmark,2007,85.03,23,
DNK,Denmark,2006,86.65,23,
DNK,Denmark,2005,82.74,23,
DNK,Denmark,2004,80.93,23,
DNK,Denmark,2003,76.26,23,
DNK,Denmark,2002,64.25,25,
DNK,Denmark,2001,42.95752472,1,
DNK,Denmark,2000,39.17243086,139,
DNK,Denmark,1999,30.59204065,139,
DNK,Denmark,1998,22.66874615,1,
DNK,Denmark,1997,11.38200494,1,
DNK,Denmark,1996,5.714987841,1,
DNK,Denmark,1995,3.82565642,1,
DNK,Denmark,1994,1.34430775,1,
DNK,Denmark,1993,0.578329976,1,
DNK,Denmark,1992,0.386913951,1,
DNK,Denmark,1991,0.194056515,1,
DNK,Denmark,1990,0.097277268,1,
DJI,Djibouti,2012,8.267232892,1,
DJI,Djibouti,2011,7,1,
DJI,Djibouti,2010,6.5,1,
DJI,Djibouti,2009,4,1,
DJI,Djibouti,2008,2.26,140,
DJI,Djibouti,2007,1.62,140,
DJI,Djibouti,2006,1.270041159,,
DJI,Djibouti,2005,0.953611449,,
DJI,Djibouti,2004,0.781317175,,
DJI,Djibouti,2003,0.625940229,,
DJI,Djibouti,2002,0.486971705,,
DJI,Djibouti,2001,0.343526263,,
DJI,Djibouti,2000,0.194500528,,
DJI,Djibouti,1999,0.105761909,,
DJI,Djibouti,1998,0.094696004,,
DJI,Djibouti,1997,0.082941498,,
DJI,Djibouti,1996,0.031166241,,
DJI,Djibouti,1995,0.01603083,,
DJI,Djibouti,1990,0,,
DMA,Dominica,2012,55.17701416,1,
DMA,Dominica,2011,51.3135,1,
DMA,Dominica,2010,47.45,141,
DMA,Dominica,2009,42.02,1,
DMA,Dominica,2008,41.16,1,
DMA,Dominica,2007,40.27446301,1,
DMA,Dominica,2006,39.3981743,1,
DMA,Dominica,2005,38.54364326,1,
DMA,Dominica,2004,30.31961309,1,
DMA,Dominica,2003,23.62041985,1,
DMA,Dominica,2002,18.42489277,,
DMA,Dominica,2001,13.24522804,,
DMA,Dominica,2000,8.814844198,,
DMA,Dominica,1999,2.932164377,,
DMA,Dominica,1998,2.925345191,,
DMA,Dominica,1996,1.165518146,,
DMA,Dominica,1995,0.548762737,,
DMA,Dominica,1990,0,,
DOM,Dominican Rep.,2012,45,1,
DOM,Dominican Rep.,2011,35.6,142,
DOM,Dominican Rep.,2010,31.4,1,
DOM,Dominican Rep.,2009,27.72,143,
DOM,Dominican Rep.,2008,20.82,144,
DOM,Dominican Rep.,2007,17.66,144,
DOM,Dominican Rep.,2006,14.84492837,145,
DOM,Dominican Rep.,2005,11.48319778,145,
DOM,Dominican Rep.,2004,8.865553461,145,
DOM,Dominican Rep.,2003,7.898392937,145,
DOM,Dominican Rep.,2002,6.823725733,145,
DOM,Dominican Rep.,2001,4.429390697,145,
DOM,Dominican Rep.,2000,3.704692356,145,
DOM,Dominican Rep.,1999,1.104743874,146,
DOM,Dominican Rep.,1998,0.233914189,146,
DOM,Dominican Rep.,1997,0.142687565,146,
DOM,Dominican Rep.,1996,0.074987053,146,
DOM,Dominican Rep.,1995,0.017233601,146,
DOM,Dominican Rep.,1990,0,146,
ECU,Ecuador,2012,35.13450622,147,
ECU,Ecuador,2011,31.4,148,
ECU,Ecuador,2010,29.03,149,
ECU,Ecuador,2009,24.6,150,
ECU,Ecuador,2008,18.8,151,
ECU,Ecuador,2007,10.8,152,
ECU,Ecuador,2006,7.2,153,
ECU,Ecuador,2005,5.994255161,1,
ECU,Ecuador,2004,4.834442638,,
ECU,Ecuador,2003,4.460228345,,
ECU,Ecuador,2002,4.260796915,,
ECU,Ecuador,2001,2.670443674,,
ECU,Ecuador,2000,1.462188536,,
ECU,Ecuador,1999,0.823371634,,
ECU,Ecuador,1998,0.125272771,,
ECU,Ecuador,1997,0.110217959,,
ECU,Ecuador,1996,0.086161276,,
ECU,Ecuador,1995,0.043833641,,
ECU,Ecuador,1994,0.034833586,,
ECU,Ecuador,1993,0.016400751,,
ECU,Ecuador,1992,0.005118035,,
ECU,Ecuador,1990,0,,
EGY,Egypt,2012,44.07,154,
EGY,Egypt,2011,39.83,154,
EGY,Egypt,2010,31.42,154,
EGY,Egypt,2009,25.69,154,
EGY,Egypt,2008,18.01,154,
EGY,Egypt,2007,16.03,155,
EGY,Egypt,2006,13.66,156,
EGY,Egypt,2005,12.75,156,
EGY,Egypt,2004,11.92,156,
EGY,Egypt,2003,4.037885107,157,
EGY,Egypt,2002,2.719999715,158,
EGY,Egypt,2001,0.838945611,157,
EGY,Egypt,2000,0.641265038,157,
EGY,Egypt,1999,0.290445278,159,
EGY,Egypt,1998,0.147987377,159,
EGY,Egypt,1997,0.090480245,159,
EGY,Egypt,1996,0.061466899,159,
EGY,Egypt,1995,0.031319638,159,
EGY,Egypt,1994,0.00638327,159,
EGY,Egypt,1993,0.000975791,159,
EGY,Egypt,1990,0,159,
SLV,El Salvador,2012,25.5,1,
SLV,El Salvador,2011,18.9,1,
SLV,El Salvador,2010,15.9,160,
SLV,El Salvador,2009,12.11,160,
SLV,El Salvador,2008,10.08,160,
SLV,El Salvador,2007,6.11,160,
SLV,El Salvador,2006,5.5,161,
SLV,El Salvador,2005,4.2,162,
SLV,El Salvador,2004,3.2,162,
SLV,El Salvador,2003,2.5,162,
SLV,El Salvador,2002,1.9,162,
SLV,El Salvador,2001,1.5,162,
SLV,El Salvador,2000,1.177397269,163,
SLV,El Salvador,1999,0.845428741,163,
SLV,El Salvador,1998,0.425253672,163,
SLV,El Salvador,1997,0.256960679,164,
SLV,El Salvador,1996,0.086389581,164,
SLV,El Salvador,1990,0,164,
GNQ,Equatorial Guinea,2012,13.94318219,1,
GNQ,Equatorial Guinea,2011,11.5,1,
GNQ,Equatorial Guinea,2010,6,165,
GNQ,Equatorial Guinea,2009,2.13,1,
GNQ,Equatorial Guinea,2008,1.82,1,
GNQ,Equatorial Guinea,2007,1.557123059,1,
GNQ,Equatorial Guinea,2006,1.279193596,,
GNQ,Equatorial Guinea,2005,1.149789671,,
GNQ,Equatorial Guinea,2004,0.843930285,,
GNQ,Equatorial Guinea,2003,0.520524272,,
GNQ,Equatorial Guinea,2002,0.321197997,,
GNQ,Equatorial Guinea,2001,0.165260423,,
GNQ,Equatorial Guinea,2000,0.132354665,,
GNQ,Equatorial Guinea,1999,0.097415945,,
GNQ,Equatorial Guinea,1998,0.094423774,,
GNQ,Equatorial Guinea,1997,0.041462292,,
GNQ,Equatorial Guinea,1990,0,,
ERI,Eritrea,2012,0.8,166,
ERI,Eritrea,2011,0.7,1,
ERI,Eritrea,2010,0.61,1,
ERI,Eritrea,2009,0.54,1,
ERI,Eritrea,2008,0.47,1,
ERI,Eritrea,2007,0.41,1,
ERI,Eritrea,2002,0.227090138,,
ERI,Eritrea,2001,0.157815289,,
ERI,Eritrea,2000,0.136711941,,
ERI,Eritrea,1999,0.025495028,,
ERI,Eritrea,1998,0.008774236,,
ERI,Eritrea,1997,0.009017718,,
ERI,Eritrea,1996,0,,
ERI,Eritrea,1995,0,,
ERI,Eritrea,1994,0,,
ERI,Eritrea,1993,0,,
ERI,Eritrea,1990,0,,
EST,Estonia,2012,79,23,
EST,Estonia,2011,76.5,167,
EST,Estonia,2010,74.1,167,
EST,Estonia,2009,72.5,23,
EST,Estonia,2008,70.58,23,
EST,Estonia,2007,66.19,23,
EST,Estonia,2006,63.51,23,
EST,Estonia,2005,61.45,23,
EST,Estonia,2004,53.2,23,
EST,Estonia,2003,45.32,168,
EST,Estonia,2002,41.52,168,
EST,Estonia,2001,31.52748977,169,
EST,Estonia,2000,28.57695381,169,
EST,Estonia,1999,14.50089724,169,
EST,Estonia,1998,10.79603483,169,
EST,Estonia,1997,5.706276548,169,
EST,Estonia,1996,3.525111129,169,
EST,Estonia,1995,2.778968489,169,
EST,Estonia,1994,1.159750913,169,
EST,Estonia,1993,0.300711282,169,
EST,Estonia,1992,0.065484797,169,
EST,Estonia,1990,0,169,
ETH,Ethiopia,2012,1.482810139,1,
ETH,Ethiopia,2011,1.1,1,
ETH,Ethiopia,2010,0.75,1,
ETH,Ethiopia,2009,0.54,1,
ETH,Ethiopia,2008,0.45,1,
ETH,Ethiopia,2007,0.37,170,
ETH,Ethiopia,2006,0.310592657,171,
ETH,Ethiopia,2005,0.219659819,171,
ETH,Ethiopia,2004,0.155334521,171,
ETH,Ethiopia,2003,0.105811659,171,
ETH,Ethiopia,2002,0.072402262,171,
ETH,Ethiopia,2001,0.037162381,171,
ETH,Ethiopia,2000,0.015263767,171,
ETH,Ethiopia,1999,0.012541599,171,
ETH,Ethiopia,1998,0.009663517,171,
ETH,Ethiopia,1997,0.00496672,171,
ETH,Ethiopia,1996,0.001703448,171,
ETH,Ethiopia,1995,1.75E-05,171,
ETH,Ethiopia,1990,0,171,
FRO,Faroe Islands,2012,85.33518924,1,
FRO,Faroe Islands,2011,80.7321728,1,
FRO,Faroe Islands,2010,75.2,172,
FRO,Faroe Islands,2009,75.18,172,
FRO,Faroe Islands,2008,75.57,172,
FRO,Faroe Islands,2007,75.98,172,
FRO,Faroe Islands,2006,69.35944512,1,
FRO,Faroe Islands,2005,67.90263174,1,
FRO,Faroe Islands,2004,66.53359947,1,
FRO,Faroe Islands,2003,58.91264097,1,
FRO,Faroe Islands,2002,53.29922183,,
FRO,Faroe Islands,2001,43.24698352,,
FRO,Faroe Islands,2000,32.91639236,,
FRO,Faroe Islands,1999,22.29753835,,
FRO,Faroe Islands,1998,11.33786848,,
FRO,Faroe Islands,1997,4.601297566,,
FRO,Faroe Islands,1996,2.318786811,,
FRO,Faroe Islands,1995,0,,
FRO,Faroe Islands,1990,0,,
FJI,Fiji,2012,33.74235675,1,
FJI,Fiji,2011,28,1,
FJI,Fiji,2010,20,1,
FJI,Fiji,2009,17,1,
FJI,Fiji,2008,13,1,
FJI,Fiji,2007,10.89783105,1,
FJI,Fiji,2006,9.6000384,173,
FJI,Fiji,2005,8.453636634,173,
FJI,Fiji,2004,7.412943485,173,
FJI,Fiji,2003,6.725434738,174,
FJI,Fiji,2002,6.1526497,174,
FJI,Fiji,2001,1.857978594,174,
FJI,Fiji,2000,1.496854734,174,
FJI,Fiji,1999,0.942462063,174,
FJI,Fiji,1998,0.633167865,174,
FJI,Fiji,1997,0.223454842,174,
FJI,Fiji,1996,0.064437142,174,
FJI,Fiji,1995,0.009115343,174,
FJI,Fiji,1994,0.007907399,174,
FJI,Fiji,1993,0.006678447,174,
FJI,Fiji,1990,0,174,
FIN,Finland,2012,91,23,
FIN,Finland,2011,89.37,23,
FIN,Finland,2010,86.89,23,
FIN,Finland,2009,82.49,25,
FIN,Finland,2008,83.67,23,
FIN,Finland,2007,80.78,23,
FIN,Finland,2006,79.66,23,
FIN,Finland,2005,74.48,23,
FIN,Finland,2004,72.39,23,
FIN,Finland,2003,69.22,23,
FIN,Finland,2002,62.43,25,
FIN,Finland,2001,43.10536335,175,
FIN,Finland,2000,37.24846174,176,
FIN,Finland,1999,32.29509229,176,
FIN,Finland,1998,25.45252493,176,
FIN,Finland,1997,19.4586828,176,
FIN,Finland,1996,16.78007526,176,
FIN,Finland,1995,13.90030389,176,
FIN,Finland,1994,4.915098554,176,
FIN,Finland,1993,2.568461349,176,
FIN,Finland,1992,1.88687977,176,
FIN,Finland,1991,1.397439332,176,
FIN,Finland,1990,0.40108767,176,
FRA,France,2012,83,23,
FRA,France,2011,79.58,23,
FRA,France,2010,77.28,23,
FRA,France,2009,71.58,23,
FRA,France,2008,70.68,23,
FRA,France,2007,66.09,23,
FRA,France,2006,46.87,23,
FRA,France,2005,42.87,177,
FRA,France,2004,39.15,177,
FRA,France,2003,36.14,177,
FRA,France,2002,30.18,177,
FRA,France,2001,26.32590355,177,
FRA,France,2000,14.30792394,178,
FRA,France,1999,9.125317889,178,
FRA,France,1998,6.319778722,179,
FRA,France,1997,4.255003872,179,
FRA,France,1996,2.584033979,179,
FRA,France,1995,1.637947245,1,
FRA,France,1994,0.899867425,1,
FRA,France,1993,0.590619383,1,
FRA,France,1992,0.279049463,1,
FRA,France,1991,0.140113895,1,
FRA,France,1990,0.052777862,1,
GUF,French Guiana,2009,25.70340925,1,
GUF,French Guiana,2008,24.53441406,1,
GUF,French Guiana,2007,23.31393614,1,
GUF,French Guiana,2006,22.06425495,1,
GUF,French Guiana,2005,20.79331445,,
GUF,French Guiana,2004,19.49837856,,
GUF,French Guiana,2003,16.55098772,,
GUF,French Guiana,2002,13.92424099,,
GUF,French Guiana,2001,11.62398726,,
GUF,French Guiana,2000,9.687341067,,
GUF,French Guiana,1999,1.258241482,,
GUF,French Guiana,1998,0.978294897,,
GUF,French Guiana,1997,0.67481392,,
GUF,French Guiana,1996,0.34875286,,
GUF,French Guiana,1990,0,,
PYF,French Polynesia,2012,52.87663059,1,
PYF,French Polynesia,2011,49,1,
PYF,French Polynesia,2010,49,180,
PYF,French Polynesia,2009,44.6,180,
PYF,French Polynesia,2008,33.87,180,
PYF,French Polynesia,2007,28.59,180,
PYF,French Polynesia,2006,25.10796425,,
PYF,French Polynesia,2005,21.54218547,,
PYF,French Polynesia,2004,17.88453743,,
PYF,French Polynesia,2003,14.12429379,,
PYF,French Polynesia,2002,8.200216486,,
PYF,French Polynesia,2001,6.251588946,,
PYF,French Polynesia,2000,6.357063545,,
PYF,French Polynesia,1999,3.448900232,,
PYF,French Polynesia,1998,1.316164696,,
PYF,French Polynesia,1997,0.21438525,,
PYF,French Polynesia,1996,0.090971944,,
PYF,French Polynesia,1990,0,,
GAB,Gabon,2012,8.616714489,1,
GAB,Gabon,2011,8,1,
GAB,Gabon,2010,7.23,1,
GAB,Gabon,2009,6.7,1,
GAB,Gabon,2008,6.21,1,
GAB,Gabon,2007,5.767004576,1,
GAB,Gabon,2006,5.489200803,181,
GAB,Gabon,2005,4.89326475,181,
GAB,Gabon,2004,2.9790698,181,
GAB,Gabon,2003,2.659586594,181,
GAB,Gabon,2002,1.939530106,181,
GAB,Gabon,2001,1.347620222,182,
GAB,Gabon,2000,1.216140618,182,
GAB,Gabon,1999,0.249009564,182,
GAB,Gabon,1998,0.17012488,182,
GAB,Gabon,1997,0.047999009,182,
GAB,Gabon,1996,0,182,
GAB,Gabon,1990,0,182,
GMB,Gambia,2012,12.44922872,1,
GMB,Gambia,2011,10.8703,1,
GMB,Gambia,2010,9.2,183,
GMB,Gambia,2009,7.63,1,
GMB,Gambia,2008,6.88,1,
GMB,Gambia,2007,6.205037419,184,
GMB,Gambia,2006,5.237691158,184,
GMB,Gambia,2005,3.799001139,1,
GMB,Gambia,2004,3.308003478,184,
GMB,Gambia,2003,2.436781193,184,
GMB,Gambia,2002,1.796779883,184,
GMB,Gambia,2001,1.336791166,184,
GMB,Gambia,2000,0.921794919,184,
GMB,Gambia,1999,0.715827015,184,
GMB,Gambia,1998,0.206094461,184,
GMB,Gambia,1997,0.051311347,184,
GMB,Gambia,1996,0.03550736,184,
GMB,Gambia,1995,0.009217541,184,
GMB,Gambia,1990,0,184,
GEO,Georgia,2012,45.50309801,1,
GEO,Georgia,2011,36.56,1,
